,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
6190,Low Fat,FDB27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055476238,7.575,196.8768,4.0
6191,Low Fat,FDZ27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017182935,7.935,51.235,4.0
6192,Low Fat,FDQ14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061883353,9.27,147.905,4.0
6193,Low Fat,DRG51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011557563,12.1,165.3526,4.0
6194,Low Fat,FDW50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075695552,13.1,168.4158,4.0
6195,Low Fat,FDZ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020903193,13.1,119.2782,4.0
6196,Low Fat,DRJ51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,14.1,231.9668,4.0
6197,Low Fat,DRG39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042246575,14.15,54.2982,4.0
6198,Low Fat,FDC04,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045055587,15.6,242.3854,4.0
6199,Low Fat,FDV02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06063976,16.75,173.0106,4.0
6200,Low Fat,FDB52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03048292,17.75,257.2672,4.0
6201,Low Fat,FDV38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.101932076,19.25,54.5956,4.0
6202,Low Fat,FDK51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005243282,19.85,266.1884,4.0
6203,Low Fat,FDO28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072410764,5.765,122.5098,4.0
6204,Low Fat,FDY52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.007359711,6.365,60.1536,4.0
6205,Low Fat,FDQ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.084885375,6.4,39.2796,4.0
6206,Low Fat,FDR04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022602061,7.075,98.1068,4.0
6207,Low Fat,FDZ40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040245222,8.935,54.9298,4.0
6208,Low Fat,FDJ16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115064263,9.195,58.6246,4.0
6209,Low Fat,FDT28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063664998,13.3,151.6708,4.0
6210,Low Fat,FDB53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.139669224,13.35,147.6392,4.0
6211,Low Fat,FDD53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044291251,16.2,43.3454,4.0
6212,Low Fat,FDQ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119570595,17.0,249.7434,4.0
6213,Low Fat,FDJ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.124645538,18.0,117.2124,4.0
6214,Low Fat,FDG44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10234983,6.13,55.0298,4.0
6215,Low Fat,FDO32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120731024,6.36,46.506,4.0
6216,Low Fat,FDA20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066724663,6.78,187.724,4.0
6217,Low Fat,FDA19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055213208,7.52,129.5994,4.0
6218,Low Fat,FDW56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071010513,7.68,190.9162,4.0
6219,Low Fat,FDZ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.038789271,8.185,115.6808,4.0
6220,Low Fat,FDS20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053950661,8.85,182.7292,4.0
6221,Low Fat,FDU07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059940022,11.1,149.1366,4.0
6222,Low Fat,FDX08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022639195,12.85,179.7318,4.0
6223,Low Fat,FDZ56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025776994,16.25,169.9474,4.0
6224,Low Fat,FDY55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081446638,16.75,257.0988,4.0
6225,Low Fat,FDL20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128614205,17.1,111.6886,4.0
6226,Low Fat,FDB33,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014602837,17.75,158.6262,4.0
6227,Low Fat,FDV55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055159054,17.75,145.6444,4.0
6228,Low Fat,FDA44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053305463,19.7,58.193,4.0
6229,Low Fat,DRH11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075675438,5.98,53.3614,4.0
6230,Low Fat,DRN11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.163233667,7.85,144.6444,4.0
6231,Low Fat,DRK47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064163983,7.905,229.9694,4.0
6232,Low Fat,DRJ11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.085223447,9.5,189.2872,4.0
6233,Low Fat,DRO47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112399145,10.195,111.686,4.0
6234,Low Fat,DRJ59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019402371,11.65,38.7164,4.0
6235,Low Fat,DRO59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054238448,11.8,75.4012,4.0
6236,Low Fat,DRO35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034624104,13.85,115.0492,4.0
6237,Low Fat,DRI47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020952705,14.7,143.5128,4.0
6238,Low Fat,DRI23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137410256,18.85,161.7578,4.0
6239,Low Fat,NCM05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059940022,6.825,262.4226,4.0
6240,Low Fat,NCO05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046631836,7.27,98.4384,4.0
6241,Low Fat,NCI29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032672263,8.6,141.2154,4.0
6242,Low Fat,NCB54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.050130529,8.76,128.3336,4.0
6243,Low Fat,NCO29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032306341,11.15,166.3526,4.0
6244,Low Fat,NCQ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021639678,11.395,150.1708,4.0
6245,Low Fat,NCV29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022879017,11.8,176.0686,4.0
6246,Low Fat,NCR53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14526636,12.15,224.0404,4.0
6247,Low Fat,NCN29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,15.2,47.8034,4.0
6248,Low Fat,NCO53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,16.2,182.1608,4.0
6249,Low Fat,NCM41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035711426,16.5,93.612,4.0
6250,Low Fat,NCC54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.097862839,17.75,239.3196,4.0
6251,Low Fat,NCW41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,18.0,158.0604,4.0
6252,Low Fat,NCY17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16334971,18.2,45.1086,4.0
6253,Low Fat,NCW53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030542489,18.35,193.1162,4.0
6254,Low Fat,NCJ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046159928,18.7,152.3682,4.0
6255,Low Fat,NCW05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.148302815,20.25,108.3938,4.0
6256,Low Fat,NCA05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025169703,20.75,150.4734,4.0
6257,Low Fat,NCT42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024926013,5.88,149.9392,4.0
6258,Low Fat,NCS30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093170838,5.945,127.3652,4.0
6259,Low Fat,NCF06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020229757,6.235,260.8962,4.0
6260,Low Fat,NCO26,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,7.235,116.6492,4.0
6261,Low Fat,NCM06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075845634,7.475,156.0656,4.0
6262,Low Fat,NCW54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,7.5,59.2588,4.0
6263,Low Fat,NCS42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069524391,8.6,91.8146,4.0
6264,Low Fat,NCU54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.098775709,8.88,208.927,4.0
6265,Low Fat,NCT30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080417724,9.1,48.8718,4.0
6266,Low Fat,NCK18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.006708517,9.6,164.6184,4.0
6267,Low Fat,NCK54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029569276,12.15,115.015,4.0
6268,Low Fat,NCR06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.006775667,12.5,42.9112,4.0
6269,Low Fat,NCS18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042276746,12.65,108.4938,4.0
6270,Low Fat,NCD06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099479703,13.0,44.906,4.0
6271,Low Fat,NCQ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04188955,13.0,255.9014,4.0
6272,Low Fat,NCH07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.092811105,13.15,159.7604,4.0
6273,Low Fat,NCD55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024369007,14.0,40.2454,4.0
6274,Low Fat,NCZ54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083488992,14.65,161.3552,4.0
6275,Low Fat,NCI54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033651278,15.2,108.9912,4.0
6276,Low Fat,NCE30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.099290166,16.0,214.0902,4.0
6277,Low Fat,NCH55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034726222,16.35,125.602,4.0
6278,Low Fat,NCH30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06725846,17.1,115.186,4.0
6279,Low Fat,NCL30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049016517,18.1,128.7336,4.0
6280,Low Fat,NCI55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012673238,18.6,121.5414,4.0
6281,Low Fat,NCI42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010381661,18.75,207.8954,4.0
6282,Low Fat,NCQ50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034360687,18.75,215.7218,4.0
6283,Low Fat,NCC06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027028323,19.0,127.0336,4.0
6284,Low Fat,NCZ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094308058,19.6,251.8698,4.0
6285,Low Fat,NCR50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011838464,20.2,155.134,4.0
6286,Low Fat,NCP30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032819637,20.5,38.9822,4.0
6287,Low Fat,NCR30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071103348,20.6,75.4696,4.0
6288,Low Fat,FDA39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012737719,6.32,38.5822,4.0
6289,Low Fat,FDK27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008960445,11.0,119.1756,4.0
6290,Low Fat,FDG31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037955309,12.15,62.8826,4.0
6291,Low Fat,FDY51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081260969,12.5,221.7798,4.0
6292,Low Fat,FDQ39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081168135,14.8,190.5846,4.0
6293,Low Fat,NCM07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040023967,9.395,85.5908,4.0
6294,Low Fat,NCQ43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11147467,17.75,108.0912,4.0
6295,Low Fat,NCJ31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18293775,19.2,243.0196,4.0
6296,Low Fat,FDH09,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05616476,12.6,51.8982,4.0
6297,Low Fat,FDD46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.141475625,6.035,155.0998,4.0
6298,Low Fat,FDX21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08509812,7.05,108.2912,4.0
6299,Low Fat,FDQ57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027991093,7.275,145.976,4.0
6300,Low Fat,FDT58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.086088353,9.0,168.7816,4.0
6301,Low Fat,FDY58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039980644,11.65,227.3694,4.0
6302,Low Fat,FDH58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036997104,12.3,115.9834,4.0
6303,Low Fat,FDQ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.091348964,13.35,150.3708,4.0
6304,Low Fat,FDA21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036016619,13.65,186.3924,4.0
6305,Low Fat,FDJ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058485617,15.0,44.7744,4.0
6306,Low Fat,FDT57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019064377,15.2,238.2248,4.0
6307,Low Fat,FDX45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105018817,16.75,155.263,4.0
6308,Low Fat,FDL22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.036446751,16.85,90.3488,4.0
6309,Low Fat,FDR10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010055503,17.6,163.7552,4.0
6310,Low Fat,FDY10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049144165,17.6,112.7176,4.0
6311,Low Fat,FDZ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105042025,17.6,163.8868,4.0
6312,Low Fat,FDZ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052257982,17.85,121.8072,4.0
6313,Low Fat,FDW45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039071642,18.0,145.3418,4.0
6314,Low Fat,FDV46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012627478,18.2,140.818,4.0
6315,Low Fat,FDN57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.054318517,18.25,140.9154,4.0
6316,Low Fat,FDR09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07784544,18.25,260.5962,4.0
6317,Low Fat,FDN21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,18.6,161.8236,4.0
6318,Low Fat,FDP09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033942546,19.75,213.5902,4.0
6319,Low Fat,FDV58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.121438886,20.85,196.1452,4.0
6320,Low Fat,FDH10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049381666,21.0,193.0478,4.0
6321,Low Fat,DRG48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014577695,5.78,147.2102,4.0
6322,Low Fat,DRD25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.079094835,6.135,114.386,4.0
6323,Low Fat,DRE13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027748176,6.28,86.5198,4.0
6324,Low Fat,DRB24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020609218,8.785,155.1656,4.0
6325,Low Fat,DRN37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,9.6,166.5158,4.0
6326,Low Fat,DRJ24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11350542,11.8,186.8924,4.0
6327,Low Fat,DRK13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115346634,11.8,200.2084,4.0
6328,Low Fat,DRF13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029827665,12.1,144.3444,4.0
6329,Low Fat,DRH37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041681059,17.6,164.2526,4.0
6330,Low Fat,DRC12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037885683,17.85,190.4188,4.0
6331,Low Fat,DRI25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03395415,19.6,56.4614,4.0
6332,Low Fat,DRE49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02128304,20.75,153.5024,4.0
6333,Low Fat,FDA34,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014883661,11.5,174.508,4.0
6334,Low Fat,FDI35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041355366,14.0,182.0634,4.0
6335,Regular,FDE36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041837331,5.26,161.8868,4.0
6336,Regular,FDZ59,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.104183308,6.63,166.15,4.0
6337,Regular,FDY11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02960641,6.71,65.4142,4.0
6338,Regular,FDQ36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.161798604,7.855,37.2848,4.0
6339,Regular,FDS36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046960237,8.38,111.857,4.0
6340,Regular,FDP12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045337184,9.8,36.8874,4.0
6341,Regular,FDM60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048218142,10.8,42.2138,4.0
6342,Regular,FDM36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058822142,11.65,173.5422,4.0
6343,Regular,FDL48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082394321,19.35,48.5034,4.0
6344,Regular,FDX47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034658144,6.55,155.8288,4.0
6345,Regular,FDY47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,8.6,131.531,4.0
6346,Regular,FDO49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033103556,10.6,48.9008,4.0
6347,Regular,FDN49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125419157,17.25,40.048,4.0
6348,Regular,FDQ25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028320655,8.63,172.5422,4.0
6349,Regular,FDG38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05281112,8.975,86.6224,4.0
6350,Regular,FDL50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042378864,12.15,125.4046,4.0
6351,Regular,FDI38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014649641,13.35,207.3638,4.0
6352,Regular,FDC14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041313203,14.5,42.0454,4.0
6353,Regular,FDU50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075287081,5.75,115.3176,4.0
6354,Regular,FDJ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023358738,11.35,184.4608,4.0
6355,Regular,FDC16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020601791,11.5,86.054,4.0
6356,Regular,FDQ26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,13.5,57.8562,4.0
6357,Regular,FDY38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.119361718,13.6,231.63,4.0
6358,Regular,FDC40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065165046,16.0,79.3986,4.0
6359,Regular,FDB40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.007551607,17.5,145.8102,4.0
6360,Regular,FDD52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.183579854,18.25,110.857,4.0
6361,Regular,FDA27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030975716,20.35,253.9672,4.0
6362,Regular,FDR16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.105181277,5.845,214.4218,4.0
6363,Regular,FDG17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035895934,6.865,244.4486,4.0
6364,Regular,FDR40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008046878,9.1,78.7618,4.0
6365,Regular,FDT52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047503318,9.695,244.6144,4.0
6366,Regular,FDT16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048738014,9.895,262.1278,4.0
6367,Regular,FDG05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,11.0,155.263,4.0
6368,Regular,FDP28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.080765853,13.65,262.8936,4.0
6369,Regular,FDH17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016679232,16.2,96.3726,4.0
6370,Regular,FDV52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.121709653,20.7,119.7466,4.0
6371,Regular,FDF53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083736551,20.75,178.7318,4.0
6372,Regular,FDN56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107223632,5.46,144.8786,4.0
6373,Regular,FDF44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059820884,7.17,130.3968,4.0
6374,Regular,FDH56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063916425,9.8,117.1492,4.0
6375,Regular,FDD21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030616757,10.3,112.7176,4.0
6376,Regular,FDO20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.152364317,12.85,254.0382,4.0
6377,Regular,FDS19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.064307102,13.8,77.3012,4.0
6378,Regular,FDC09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026342897,15.5,104.1332,4.0
6379,Regular,FDR56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.100922503,15.5,199.0768,4.0
6380,Regular,FDW07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142910689,18.0,89.6514,4.0
6381,Regular,FDF45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012223687,18.2,57.1904,4.0
6382,Regular,FDI08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.066400129,18.2,250.1092,4.0
6383,Regular,FDC08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10361083,19.0,228.372,4.0
6384,Regular,FDX07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022954444,19.2,184.495,4.0
6385,Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112584813,20.5,192.0478,4.0
6386,Regular,FDY39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04710181,5.305,181.8608,4.0
6387,Regular,FDO39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137580452,6.985,182.8608,4.0
6388,Regular,FDM51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025966531,11.8,102.2674,4.0
6389,Regular,FDH31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020442889,12.0,98.0042,4.0
6390,Regular,FDI07,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033813351,12.35,198.1426,4.0
6391,Regular,FDX03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061190964,15.85,47.1744,4.0
6392,Regular,FDJ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122065518,17.7,103.3674,4.0
6393,Regular,FDU27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17174348,18.6,48.8376,4.0
6394,Regular,FDN33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.123307177,6.305,93.5436,4.0
6395,Regular,FDH46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041346469,6.935,103.1332,4.0
6396,Regular,FDG46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032960823,8.63,115.0518,4.0
6397,Regular,FDX33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.117667492,9.195,159.5578,4.0
6398,Regular,FDS58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021039273,9.285,160.0578,4.0
6399,Regular,FDU10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045763062,10.1,38.4848,4.0
